query,response
"[2, 5, 8, 8]",Answer: (8 / 8 + 2) * 5 = 24
"[1, 2, 7, 11]",Answer: (11 - 7) * (2 + 1) = 24
"[2, 4, 10, 13]",Answer: (10 - 4) * (13 - 2) = 24
"[5, 6, 8, 13]",Answer: (13 - 6) * (8 - 5) = 24
"[1, 1, 2, 7]",Answer: (7 - 2) * (1 + 1) = 24
"[9, 11, 12, 13]",Answer: (12 - 9) * (13 - 11) = 24
"[1, 1, 5, 7]",Answer: (7 - 5) * (1 + 1 + 1) = 24
"[5, 6, 9, 9]",Answer: (9 + 9 + 5 - 6) = 24
"[8, 8, 12, 13]",Answer: (13 - 12) * (8 + 8) = 24
"[8, 9, 9, 12]",Answer: (12 - 9) * (9 + 8) = 24
"[4, 6, 7, 9]",Answer: (9 - 7) * (6 + 4) = 24
"[5, 5, 8, 13]",Answer: (13 - 5) * (8 - 5) = 24
"[6, 8, 10, 13]",Answer: (10 - 6) * (13 - 8) = 24
"[4, 7, 11, 12]",Answer: (12 - 11) * 7 * 4 = 24
"[4, 7, 8, 10]",Answer: (10 - 8) * 7 + 4 = 24
"[3, 4, 5, 6]",Answer: (6 / (3 - 5/5)) * 4 = 24
"[5, 5, 8, 11]",Answer: (11 - 5) * (8 - 5) = 24
"[1, 1, 8, 8]",Answer: (8 - 1) * (8 - 1) = 24
"[1, 1, 6, 8]",Answer: (8 * 6) / (1 + 1) = 24
"[1, 1, 3, 5]",Answer: (5 - 1) * (3 + 1) = 24
"[5, 5, 9, 10]",Answer: (10 - 5) * 5 - 9 = 24
"[5, 5, 10, 11]",Answer: (11 - 10) * 5 * 5 = 24
"[1, 2, 2, 7]",Answer: (7 - 2) * (2 + 1) = 24
"[10, 10, 12, 13]",(13 - 10) * (12 - 10) = 24
"[2, 7, 10, 10]",Answer: (10 - 7) * (10 + 2) = 24
"[2, 8, 12, 13]",(13 - 12) * (8 + 2) = 24
"[2, 8, 11, 12]",Answer: (12 - 11) * (8 + 2) = 24
"[1, 3, 9, 9]",(9 - 3) * (9 - 1) = 24
"[1, 3, 7, 9]",Answer: (9 - 7) * (3 + 1) = 24
"[2, 5, 5, 11]",Answer: (11 - 5) * (5 - 2) = 24
"[2, 5, 5, 13]",Answer: (13 - 5) * (5 - 2) = 24
"[1, 2, 6, 13]",Answer: (13 - 6) * (2 + 1) = 24
"[3, 4, 4, 11]",Answer: (11 - 4) * (4 - 3) = 24
"[2, 4, 4, 11]",Answer: (11 - 4) * (4 - 2) = 24
"[2, 3, 13, 13]",Answer: (13 - 3) * (2 + 2) = 24
"[4, 5, 6, 11]",(11 - 6) * (5 + 4) = 24
"[3, 4, 6, 13]",Answer: (13 - 6) * (4 - 3) = 24
"[1, 4, 6, 7]",Answer: (7 - 1) * (6 - 4) = 24
"[5, 6, 10, 12]",Answer: (10 - 6) * (12 + 5) = 24
"[4, 5, 8, 13]",Answer: (13 - 5) * (8 - 4) = 24
"[7, 9, 11, 12]",Answer: (12 - 11) * (9 + 7) = 24
"[2, 9, 11, 13]",Answer: (13 - 11) * (9 + 2) = 24
